B1,B2,B3,B4
0.132,-0.054,-0.01,0.012
0.107,0.198,-0.051,-0.005
0.007,0.205,-0.071,-0.063
-0.054,0.115,-0.037,-0.054
0.081,0.024,0.049,-0.059
0.112,0.098,-0.015,-0.09
0.054,0.117,-0.083,-0.056
-0.022,-0.032,0.095,0.029
-0.073,-0.068,-0.01,0.034
-0.088,-0.007,-0.049,-0.02
-0.081,-0.051,0.022,-0.015
-0.068,-0.205,0.068,0.007
-0.139,-0.051,-0.054,0
-0.051,-0.059,-0.112,-0.015
0.002,-0.129,-0.015,-0.027
-0.005,-0.073,-0.017,0.073
-0.059,0.081,-0.068,0.046
-0.083,-0.325,-0.056,0.02
-0.022,-0.029,-0.027,-0.029
0.054,-0.042,-0.085,0
0.046,0.017,-0.051,0.032
0.098,-0.002,-0.181,0.012
0.066,0.02,-0.068,-0.022
0.085,0.103,-0.056,-0.049
0.112,0.034,-0.151,-0.032
0.178,-0.042,-0.105,0.005
0.149,0.122,0.107,-0.012
0.081,0.112,0.027,-0.032
0.015,0.044,0.044,-0.01
-0.09,-0.059,0.127,-0.012
-0.178,0.007,0.027,-0.024
-0.02,-0.002,-0.049,-0.01
0,0.012,0.024,0.024
-0.007,-0.134,0.117,0.039
-0.063,-0.042,0.054,0.049
-0.078,-0.125,0.107,0.066
0.042,0.015,0.117,0.059
-0.017,-0.078,0.081,0.032
-0.076,-0.066,-0.02,0.02
0.02,-0.164,-0.063,-0.012
0.024,0.059,-0.027,-0.01
0.081,0.188,-0.022,-0.024
0.066,-0.02,-0.125,-0.071
0.02,-0.044,-0.193,-0.039
0.032,-0.034,-0.007,-0.061
0.01,0.103,-0.156,-0.012
0.068,0.127,-0.227,0
0.154,0.112,-0.1,-0.037
0,0.01,0.093,-0.037
-0.056,0.01,-0.115,-0.037
-0.066,-0.042,-0.146,-0.042
-0.005,-0.071,-0.056,-0.022
0.054,-0.149,0.088,-0.039
-0.066,-0.2,0.117,-0.071
-0.115,0.042,0.063,-0.051
-0.159,-0.081,-0.054,0.059
-0.034,-0.247,0.076,0.042
0.125,-0.347,0.122,0.039
0.071,-0.12,-0.012,0.073
-0.1,0.076,0.017,0.061
-0.139,0.029,-0.117,-0.042
-0.01,0.066,-0.037,-0.054
0.088,0.027,0.051,0.015
0.088,0.002,0.032,0.027
-0.005,0,-0.024,-0.046
-0.007,0.134,-0.068,-0.105
0.103,0.083,-0.088,-0.061
0.076,0.103,0.144,0.017
0.039,0.059,-0.044,0.029
-0.005,0.098,-0.156,0.012
-0.081,0.139,0.066,0
-0.044,0.042,0.083,-0.105
0.01,-0.061,0.042,-0.005
-0.051,-0.056,0.156,0.037
-0.098,-0.029,0.129,0.029
0.012,-0.105,0.022,0.017
0.005,-0.029,0.068,-0.007
-0.063,-0.017,0.073,-0.029
-0.1,0.012,0.095,-0.007
-0.02,0.103,-0.129,0.068
0.032,0.129,0.066,0.054
0.049,-0.12,0.176,0.063
0.01,-0.017,0.105,-0.073
-0.007,0.037,-0.088,-0.176
-0.029,0.183,0.027,-0.103
0.105,0.322,0.12,-0.007
0.195,0.166,-0.09,-0.007
0.039,0.127,-0.078,-0.105
-0.122,0.046,-0.044,-0.068
-0.129,0.076,-0.005,-0.095
0.042,-0.066,-0.076,0.007
0.11,0.002,0.159,0.012
0.005,-0.073,-0.01,-0.076
-0.103,-0.02,-0.046,-0.044
-0.154,0.007,-0.007,0.063
-0.095,-0.132,0.017,0.134
-0.046,-0.181,0.105,0.103
0.093,-0.049,0.088,0.085
0.068,0.071,-0.034,0.085
-0.095,0.002,-0.044,0.098
0.022,0.073,-0.029,0.1
0.083,0.049,-0.266,-0.034
0.029,-0.044,-0.012,-0.051
0.051,0.027,-0.085,-0.066
0.042,0.112,-0.085,-0.103
0.02,0.137,-0.071,-0.032
0.095,0.071,0.085,0.02
0.095,0.081,0.056,0.012
-0.076,0.039,-0.042,0.01
-0.054,0.09,-0.022,0.032
-0.012,-0.039,0.154,-0.012
-0.039,-0.012,0.12,0.017
-0.122,-0.042,-0.022,0.029
-0.2,-0.127,0.073,0.022
-0.044,-0.103,0.125,0.046
-0.071,-0.044,0.112,0.02
-0.056,-0.083,0.024,0
-0.095,-0.151,0.088,-0.039
-0.022,-0.107,0.063,-0.063
0.081,-0.054,-0.032,-0.042
0.01,-0.02,0.046,-0.034
0.017,-0.024,-0.015,-0.007
-0.017,0.09,-0.117,-0.046
0.049,0.11,-0.015,-0.122
0.073,0.088,0.022,-0.09
0.017,-0.02,0.002,-0.034
0.02,0.017,-0.029,-0.007
0.127,0.076,-0.071,-0.063
0.073,0.061,0.051,-0.139
-0.034,0.007,0.005,-0.139
-0.127,-0.059,0.068,-0.115
-0.105,0,-0.029,-0.042
0.066,-0.164,0.054,-0.005
0.039,-0.066,0.034,0.012
-0.061,-0.044,-0.071,0.034
-0.093,-0.032,0.12,-0.012
-0.044,-0.186,0.129,-0.01
-0.037,-0.073,-0.132,0.044
0.007,-0.112,-0.112,0.098
0.024,-0.056,0.161,0.098
0.017,0.022,-0.01,0.046
-0.005,-0.093,-0.176,0.01
0.039,-0.044,-0.127,-0.039
0.024,-0.029,-0.027,-0.007
0.046,0.032,0.09,0.042
0.029,0.132,-0.024,0.059
0.098,0.232,-0.122,0.032
0.088,0.078,0.081,0.007
0.005,0.081,0.059,-0.11
0.012,-0.015,-0.042,-0.09
0.059,-0.076,-0.02,0.017
0.051,0.044,-0.005,0.095
0.049,-0.051,0.049,0.017
0.02,-0.024,-0.029,-0.012
-0.063,-0.098,0.051,0.01
-0.132,-0.137,0.088,0.015
-0.151,-0.195,0.022,0.042
-0.1,-0.117,-0.032,-0.002
-0.056,-0.042,0.044,0.02
-0.029,0.002,0.002,-0.007
0.068,-0.042,0.012,0.059
0.078,-0.029,-0.159,0.083
-0.007,0.259,-0.164,0.042
-0.027,-0.139,0.007,-0.083
0.044,-0.01,-0.044,-0.156
0.037,0.071,-0.31,-0.161
0.027,0.173,-0.168,-0.083
-0.022,0.056,0.107,-0.051
0.007,0.107,-0.051,-0.017
0.051,0.227,0.022,-0.105
0.09,-0.117,0.056,-0.039
0.015,-0.173,0.034,0.01
-0.061,0.071,-0.039,0.022
-0.071,0.112,0.168,0.083
-0.007,-0.159,0.015,0.017
-0.071,-0.12,-0.049,0
-0.056,-0.115,0.134,0.015
-0.042,-0.066,0.146,0.078
-0.09,-0.176,0.1,0.178
-0.02,-0.107,-0.137,0.103
-0.027,-0.024,-0.027,0.032
0.005,-0.046,-0.042,-0.02
0.046,0.007,-0.029,0.054
0.117,0.061,-0.139,0.056
0.034,0.115,-0.066,0.061
0.029,0.034,-0.137,0.029
0.034,0.049,-0.149,-0.032
0.059,0.002,-0.151,-0.056
0.024,0.183,-0.098,-0.039
0.046,0.063,0.034,0.02
0.002,0.137,-0.154,0.09
-0.063,-0.017,-0.066,0.09
-0.029,-0.1,0.059,0.02
-0.037,-0.059,-0.095,-0.051
-0.059,-0.146,-0.09,-0.037
-0.056,-0.071,0.115,-0.024
-0.015,-0.188,-0.007,-0.005
0.02,-0.054,0.002,0.037
-0.002,-0.09,0.125,0.012
-0.129,-0.076,0.12,-0.012
-0.095,-0.164,-0.027,0.034
0.012,-0.107,0.005,0.032
0.046,0.042,0.046,-0.005
0.037,-0.142,0.105,-0.054
0.073,-0.051,-0.039,-0.09
0.054,-0.012,-0.132,-0.09
0.19,0.151,-0.051,-0.066
0.139,0.09,-0.076,-0.095
0.076,0.154,-0.217,-0.11
0.034,0.015,-0.132,-0.125
0.029,0.066,0.093,-0.103
0.046,0.029,-0.083,0.005
-0.063,0.002,0.01,-0.015
-0.085,0.007,-0.022,-0.002
-0.046,0.007,0.039,-0.044
-0.027,0.002,0.049,-0.044
-0.071,-0.137,-0.046,0.01
-0.125,-0.085,-0.002,0.037
-0.085,-0.083,0.125,0.012
-0.039,-0.081,-0.066,0.027
0.032,-0.085,-0.139,0.098
-0.051,-0.012,0.122,0.078
-0.059,-0.024,0.09,0.044
-0.09,-0.061,-0.107,0.017
-0.015,-0.085,-0.105,-0.076
0.02,-0.061,0.056,0.002
0.022,-0.017,0,0.027
0.032,0.083,-0.044,0.017
0.081,0.281,-0.046,-0.01
0.039,0.081,-0.093,0.01
0.054,0.049,-0.071,-0.007
0.01,0.022,-0.039,-0.007
-0.088,0.061,-0.012,-0.032
-0.054,-0.032,-0.01,0.02
-0.046,0.005,0.046,0.032
-0.044,0.056,0.015,0.032
-0.09,0.027,0.039,0.054
-0.039,-0.022,0.059,0.056
0.044,-0.137,0.083,0.034
0.112,-0.059,-0.122,-0.029
0.034,-0.081,-0.122,0.029
-0.024,-0.059,-0.012,0.042
0.056,-0.068,0.054,0.066
0.088,0.203,-0.09,0.042
-0.005,-0.054,-0.024,-0.076
-0.024,-0.132,0.071,-0.095
-0.085,0.061,-0.217,-0.022
-0.002,0.186,-0.146,-0.02
-0.049,-0.046,-0.071,-0.056
0.027,0.005,-0.247,-0.083
0.178,0.127,-0.312,-0.022
0.095,-0.081,0.132,-0.02
-0.073,-0.083,-0.181,-0.002
-0.09,-0.027,-0.317,0.017
-0.022,-0.017,0.188,0
-0.002,-0.095,0.151,0.029
-0.068,-0.103,-0.234,-0.046
0,0.178,-0.122,0
0.01,0.151,0.183,0.039
-0.02,-0.061,0.083,0.022
0.032,-0.144,-0.093,0.005
0.068,0.105,-0.015,0.012
0.02,0.015,0.127,0.032
0.024,0,-0.046,-0.032
-0.022,0.085,-0.098,-0.073
0.034,0.122,0.125,-0.151
0.037,-0.068,0.173,-0.042
0.056,0.049,-0.09,-0.037
0.056,0.1,-0.12,-0.12
0.042,0.044,0.083,-0.134
0.059,0.012,0.034,-0.066
0.085,0.012,-0.037,0.005
-0.01,0.078,-0.049,0.042
-0.032,-0.022,0.129,-0.066
0.042,0.005,0.161,-0.12
-0.017,-0.068,-0.012,-0.051
-0.095,-0.042,-0.051,-0.012
-0.088,-0.103,0.015,0.005
-0.078,-0.046,0.012,0.049
-0.071,0.01,0.037,0.066
-0.103,-0.142,-0.017,0.037
0.007,-0.112,-0.217,0.029
0.088,-0.078,-0.117,0.027
-0.088,0.132,0.029,0.024
-0.081,-0.002,0.039,0.012
0.076,0.039,-0.066,-0.005
0.061,0.125,-0.042,0.027
-0.054,-0.081,-0.054,0.02
-0.046,-0.083,-0.066,0.063
0.017,0.042,-0.134,0.015
0.029,0.093,-0.12,0.01
0.01,0.005,-0.222,0.005
-0.017,-0.046,-0.073,0.037
-0.042,-0.068,-0.017,-0.037
-0.061,0.11,0.029,0.024
0.076,-0.027,-0.088,0.098
0.063,-0.054,-0.024,0.073
0.002,-0.032,0.081,0.042
-0.037,0.024,0.051,0.044
-0.039,-0.039,-0.024,0.037
-0.039,-0.056,-0.032,0.046
0.029,-0.088,0.037,0.09
0.076,-0.068,-0.071,0.054
-0.032,0.017,-0.066,0.01
-0.061,-0.046,-0.002,0.015
-0.024,0.039,0.078,0.015
0.093,0.056,-0.132,0.059
0.142,-0.081,-0.056,0.015
0.039,-0.093,-0.01,-0.002
-0.051,0.012,-0.02,-0.049
-0.066,0.068,0.005,0.044
0.049,0.088,0.034,0.02
0.103,-0.059,-0.105,-0.002
0.12,-0.059,0.073,-0.11
0.085,0.127,-0.01,-0.068
0.044,0.049,-0.134,0.046
0,-0.076,0.059,0.122
-0.078,-0.115,-0.098,0
0.015,-0.056,-0.01,-0.078
0.142,-0.117,0,0
0.103,-0.022,0.042,0.081
-0.01,-0.012,0.032,0.059
-0.059,0.01,0.017,0.005
0.005,-0.068,0.022,-0.012
0.066,-0.034,-0.061,-0.039
0.107,0.068,-0.09,-0.022
0.012,-0.083,-0.059,-0.007
-0.027,0.029,0.007,-0.015
-0.027,0.132,-0.134,-0.042
0,0.103,0.042,-0.022
-0.032,-0.022,0.073,-0.002
0.122,0.037,0.088,0.002
0.144,-0.078,-0.012,-0.017
-0.01,0.032,0.059,-0.049
-0.105,-0.059,-0.088,-0.037
-0.022,-0.088,-0.129,0.002
0.056,-0.078,0.139,0.083
-0.071,-0.12,0.059,0.063
-0.095,-0.027,-0.059,0
-0.098,-0.083,-0.046,-0.039
-0.027,0.027,0.017,-0.037
0.051,-0.105,-0.042,-0.02
0.083,0.032,-0.193,0.032
0.007,0.037,-0.139,-0.007
-0.066,-0.007,-0.017,-0.032
0.027,0.005,-0.022,-0.027
0.093,-0.134,-0.044,0.012
-0.142,0.068,-0.105,0.027
-0.149,0.11,-0.112,-0.034
0.063,0.281,-0.168,-0.044
0.166,-0.09,-0.071,-0.029
0.134,-0.085,-0.051,0.054
-0.212,-0.059,-0.103,-0.034
-0.234,0.088,-0.3,-0.022
-0.027,-0.002,-0.146,-0.061
0.225,-0.049,0.205,-0.024
0.098,-0.034,0.186,-0.01
-0.188,-0.105,-0.056,0.017
-0.186,-0.034,-0.061,-0.039
0.103,-0.176,0.061,0.037
0.178,-0.168,-0.017,0.105
0.173,-0.19,0.066,0.071
-0.085,0.1,-0.042,0.02
-0.042,0.037,-0.105,-0.037
0.183,0.007,0.088,0.005
0.139,0.112,-0.112,0.054
-0.034,0.068,-0.051,-0.02
0.007,0.09,0.144,-0.059
0.229,0.039,-0.022,-0.037
0.264,0.034,-0.024,0.105
0.01,0.095,0.1,0.061
-0.12,0.122,-0.129,0.037
-0.002,0.054,-0.142,-0.02
0.146,0.002,-0.137,-0.015
0.085,-0.081,0,0.078
-0.134,-0.151,0.054,0.105
-0.103,-0.012,-0.054,0.046
-0.012,-0.149,0.002,-0.01
0.017,-0.085,0.137,0.005
0.024,-0.01,-0.076,0.071
0.02,-0.073,-0.127,0.186
0.073,-0.037,0.129,0.042
-0.063,-0.044,0.107,-0.112
-0.093,0.037,0.012,0.061
0.078,-0.024,-0.044,0.1
0.078,-0.105,0.024,0.037
-0.029,-0.027,0.022,-0.095
-0.049,0.09,-0.054,-0.095
-0.027,0.002,-0.061,0.015
0.098,-0.017,0.083,0.037
0.193,-0.054,0.039,-0.005
0.054,0.178,0.039,0.029
-0.093,0.154,-0.076,0.029
0.037,0.012,-0.156,-0.015
0.156,-0.081,-0.007,-0.015
-0.024,-0.024,0.1,0.027
-0.073,-0.027,0.017,0.022
-0.034,-0.046,-0.032,0.076
0.007,-0.115,0.056,0.088
0.024,-0.151,0.015,0.02
-0.132,-0.139,-0.022,0.022
-0.034,-0.024,-0.054,0.02
0.066,0.007,-0.01,0.093
0.039,-0.051,-0.059,0.132
0.034,-0.063,-0.022,0.034
-0.037,-0.063,-0.139,-0.076
0.027,0.024,-0.156,-0.09
0.076,-0.007,-0.149,0.034
-0.002,-0.037,-0.115,0.164
-0.042,-0.039,0.061,0.068
0.039,0.005,0.007,-0.051
0.227,0.037,-0.146,-0.081
0.139,-0.012,-0.186,0.037
-0.046,0.007,0.066,0.071
-0.015,-0.015,-0.166,0.049
0.09,0.017,-0.149,-0.002
0.168,-0.09,-0.076,-0.078
0.095,-0.037,0.093,-0.066
-0.059,-0.042,0.112,-0.005
-0.01,-0.071,0.063,0.02
0.017,-0.151,0.059,0.029
0.042,-0.142,0.051,-0.01
-0.002,0.015,0.076,-0.044
0.017,-0.054,-0.083,-0.051
0.068,-0.059,0,-0.034
-0.005,-0.127,0.007,-0.059
0.029,0.017,-0.449,0.007
-0.02,0.063,0.151,-0.029
-0.02,0.103,0.154,-0.085
0.156,0.134,-0.161,-0.195
0.176,-0.01,0.251,-0.083
-0.015,0.005,0.103,0.024
-0.181,0.059,-0.139,0.02
-0.054,0.12,-0.002,-0.046
0.066,0.01,0.015,-0.046
0.139,-0.037,-0.027,-0.049
-0.002,-0.063,0.071,0.005
-0.156,0.034,0,0.076
-0.154,-0.144,-0.085,0
-0.005,-0.085,0.046,0.051
0.071,-0.056,-0.066,0.037
0.061,-0.024,-0.032,0.005
0.066,-0.027,-0.017,0.005
0.005,-0.1,-0.051,0.032
-0.044,-0.078,-0.017,0.051
0.042,-0.068,-0.046,0.029
0.09,0.112,-0.093,0.007
0.032,0.01,0.022,0.034
0.081,-0.063,0.098,0.015
0.056,-0.1,-0.12,0.034
-0.042,0.073,-0.137,0.117
0.054,0.044,-0.129,0.09
0.098,-0.063,0.054,0.002
0.127,-0.042,0.054,-0.039
0.071,0.068,-0.093,0.012
-0.005,0.024,-0.005,0.017
-0.02,-0.051,0.066,0.029
0.034,-0.059,-0.015,-0.012
0.046,-0.088,0.01,-0.01
-0.063,-0.015,-0.002,0.044
-0.139,-0.068,0.012,0.032
-0.088,0.01,-0.083,-0.01
-0.022,-0.005,-0.027,0.022
-0.002,-0.112,0.117,0.051
0.022,0.022,-0.059,-0.034
-0.032,0.073,-0.208,-0.042
-0.042,0.01,-0.076,-0.002
-0.049,-0.056,0.039,-0.032
0.09,0.093,-0.034,-0.073
0.037,0.046,-0.066,-0.1
-0.095,0.166,-0.115,-0.049
-0.044,0.11,-0.042,-0.029
0.044,0.044,-0.007,-0.015
0.029,-0.042,-0.068,-0.083
-0.017,0.071,-0.093,-0.085
-0.039,0.1,-0.063,-0.042
-0.007,0.007,0.105,-0.046
-0.049,0.015,0.085,-0.034
-0.076,0.034,0.146,-0.12
-0.09,-0.005,0.02,-0.085
-0.066,-0.11,-0.127,0.024
-0.012,-0.103,0.078,0.117
0.059,0.022,0.278,0.056
-0.017,0.049,-0.02,-0.015
0.027,-0.005,-0.042,-0.081
0.142,0.066,0.12,-0.015
0.129,0.01,0.139,0.054
0.117,-0.076,0.278,0.21
0.027,0.276,0.156,0.032
-0.01,0.024,-0.205,-0.076
0.037,0.017,-0.049,-0.054
0.183,0.073,-0.024,-0.007
-0.017,0.095,-0.002,0.088
-0.154,0.137,-0.01,0.085
-0.061,-0.166,-0.22,0.02
-0.105,-0.139,-0.125,0.005
-0.078,-0.017,0.032,0.024
-0.078,0.005,-0.081,0.046
-0.049,-0.022,-0.081,-0.054
-0.076,-0.022,0.112,-0.012
-0.151,-0.051,-0.017,0.063
-0.073,-0.042,0.032,0.017
-0.112,-0.134,-0.027,0.012
-0.09,-0.095,0.071,0.015
0.007,-0.042,0.186,0.032
-0.134,-0.044,-0.032,-0.012
-0.088,0.037,-0.066,0.01
-0.037,0.103,0.024,-0.005
0.127,0.027,0.125,0.002
0.056,0.032,-0.063,-0.042
0.051,0.044,0.132,-0.115
-0.017,0.034,-0.022,-0.105
-0.059,0.205,0.115,-0.037
-0.002,0.039,0.015,0.037
0.073,0.137,-0.112,-0.024
0.061,0.122,0.112,-0.083
-0.024,0.046,0.076,-0.083
-0.073,0.063,0.02,-0.066
-0.054,0.129,0.042,0.02
-0.005,-0.044,0.159,0.005
-0.029,-0.085,0.063,0.002
-0.037,0.042,-0.088,0
-0.071,-0.012,-0.081,0.032
0.024,0.005,0.071,-0.054
-0.005,-0.005,0.059,-0.02
-0.039,0.024,-0.022,0.027
-0.046,-0.071,-0.005,0.015
0.015,-0.02,-0.066,0.039
0.039,0.061,0.02,0.005
0.007,-0.105,-0.078,0
0.046,0.166,0.024,0.01
-0.046,0.078,-0.029,0.015
-0.071,0.098,-0.046,-0.034
0.149,-0.005,-0.029,-0.012
0.068,-0.195,0.032,0.076
-0.159,0.115,-0.117,0.042
-0.078,0.144,-0.151,-0.066
-0.046,0.054,-0.042,-0.073
0.02,-0.09,0.032,0.027
0.083,0.037,0.078,0.112
-0.134,-0.081,0.049,0.044
-0.078,-0.127,-0.032,0.005
0.039,-0.063,0.012,0.01
0.054,0.044,0.01,-0.012
